district_name,uid,area,zonalstat,geometry,source_file,mandal_name,mean_value,max_value,min_value,std_value,bounds
Nizamabad,TSD0014,4168.33,"{ ""min"": 95.951210021972656, ""max"": 104.66466522216797, ""mean"": 100.28350135931129, ""count"": 17656, ""sum"": 1770605.5, ""median"": 100.46414184570312 }","(77.73094369300003, 18.43404349700006, 78.64029038200005, 19.015710890000037)",01-01-2023.geojson,,,,,,
Peddapalli,TSD0015,2195.39,"{ ""min"": 110.14643096923828, ""max"": 117.41361999511719, ""mean"": 115.08250670241287, ""count"": 9325, ""sum"": 1073144.375, ""median"": 114.44075012207031 }","(79.11294947900006, 18.385471986000027, 79.83268954900007, 18.854875013000026)",01-01-2023.geojson,,,,,,
Rajanna Sircilla,TSD0016,1897.97,"{ ""min"": 92.85888671875, ""max"": 104.66466522216797, ""mean"": 98.268597674707777, ""count"": 8042, ""sum"": 790276.0625, ""median"": 99.32720947265625 }","(78.52078465300008, 18.21376387500004, 79.02266919100003, 18.69041016700004)",01-01-2023.geojson,,,,,,
Sangareddy,TSD0017,4460.37,"{ ""min"": 81.3594970703125, ""max"": 99.414398193359375, ""mean"": 91.918121629558442, ""count"": 18729, ""sum"": 1721534.5, ""median"": 92.489578247070312 }","(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",01-01-2023.geojson,,,,,,
Siddipet,TSD0018,3637.17,"{ ""min"": 91.946044921875, ""max"": 105.50328826904297, ""mean"": 95.435242727923466, ""count"": 15367, ""sum"": 1466553.375, ""median"": 94.292747497558594 }","(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",01-01-2023.geojson,,,,,,
Vikarabad,TSD0019,3618.96,"{ ""min"": 76.293609619140625, ""max"": 89.883285522460938, ""mean"": 80.682688498613501, ""count"": 15146, ""sum"": 1222020.0, ""median"": 78.933197021484375 }","(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",01-01-2023.geojson,,,,,,
Wanaparthy,TSD0020,2174.67,"{ ""min"": 69.455635070800781, ""max"": 77.88653564453125, ""mean"": 74.198332508523038, ""count"": 9093, ""sum"": 674685.4375, ""median"": 74.156761169433594 }","(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",01-01-2023.geojson,,,,,,
Warangal Rural,TSD0021,2139.98,"{ ""min"": 107.20008087158203, ""max"": 113.04235076904297, ""mean"": 110.23450110558319, ""count"": 9045, ""sum"": 997071.0625, ""median"": 110.31635284423828 }","(79.47950597500005, 17.619303173000105, 80.04124404200007, 18.279223933000026)",01-01-2023.geojson,,,,,,
Warangal Urban,TSD0022,1294.45,"{ ""min"": 102.86058044433594, ""max"": 110.87360382080078, ""mean"": 107.49881213450293, ""count"": 5472, ""sum"": 588233.5, ""median"": 107.96205902099609 }","(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",01-01-2023.geojson,,,,,,
Yadadri Bhuvanagiri,TSD0023,3422.72,"{ ""min"": 87.636276245117188, ""max"": 109.27039337158203, ""mean"": 97.223211190459679, ""count"": 14423, ""sum"": 1402250.375, ""median"": 97.344520568847656 }","(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",01-01-2023.geojson,,,,,,
Narayanpet,TSD0024,2380.13,"{ ""min"": 76.279373168945312, ""max"": 87.915748596191406, ""mean"": 79.172820149706652, ""count"": 9886, ""sum"": 782702.5, ""median"": 78.629676818847656 }","(77.23725451100006, 16.34148046400003, 77.79666638000009, 17.061726844000077)",01-01-2023.geojson,,,,,,
Jogulamba Gadwal,TSD0025,2574.21,"{ ""min"": 69.455635070800781, ""max"": 81.479896545410156, ""mean"": 75.025040926099152, ""count"": 10690, ""sum"": 802017.6875, ""median"": 74.567527770996094 }","(77.48561464400007, 15.836429923000026, 78.25321888900004, 16.362950969000053)",01-01-2023.geojson,,,,,,
Rangareddy,TSD0026,4997.54,"{ ""min"": 78.423210144042969, ""max"": 99.414398193359375, ""mean"": 88.066897388325955, ""count"": 21021, ""sum"": 1851254.25, ""median"": 87.636276245117188 }","(77.92190617600005, 16.744225033000077, 78.84397639500008, 17.522654105000072)",01-01-2023.geojson,,,,,,
Suryapet,TSD0027,3584.22,"{ ""min"": 102.34756469726562, ""max"": 117.24087524414062, ""mean"": 110.2300033411293, ""count"": 14965, ""sum"": 1649592.0, ""median"": 110.31982421875 }","(79.36051795300006, 16.63122235000003, 80.07318026800004, 17.526066134000075)",01-01-2023.geojson,,,,,,
Medchal Malkajgiri,TSD0028,1088.52,"{ ""min"": 92.1348876953125, ""max"": 99.414398193359375, ""mean"": 96.661735807860268, ""count"": 4580, ""sum"": 442710.75, ""median"": 99.414398193359375 }","(78.34798865200008, 17.361463480000054, 78.75985781500003, 17.70854524600003)",01-01-2023.geojson,,,,,,
Adilabad,TSD0029,3980.34,"{ ""min"": 103.17295074462891, ""max"": 119.74217987060547, ""mean"": 111.36784792267051, ""count"": 16656, ""sum"": 1854942.875, ""median"": 111.09283447265625 }","(78.17215629700007, 19.17277807100004, 78.97780562900004, 19.91690008100005)",01-01-2023.geojson,,,,,,
Hyderabad,TSD0030,182.64,"{ ""min"": 96.178550720214844, ""max"": 99.414398193359375, ""mean"": 98.471838426527952, ""count"": 769, ""sum"": 75724.84375, ""median"": 99.414398193359375 }","(78.38267903300004, 17.293465379000054, 78.55019026600007, 17.483791793000023)",01-01-2023.geojson,,,,,,
Kumurambheem Asifabad,TSD0031,4495.32,"{ ""min"": 94.807327270507812, ""max"": 119.78384399414062, ""mean"": 111.95702017018594, ""count"": 19038, ""sum"": 2131437.75, ""median"": 112.58948516845703 }","(78.80016529900007, 19.050559607000025, 79.97913072000006, 19.617151517000025)",01-01-2023.geojson,,,,,,
Jayashankar Bhupalpally,TSD0032,2946.01,"{ ""min"": 95.236495971679688, ""max"": 114.44075012207031, ""mean"": 108.40297055519898, ""count"": 12464, ""sum"": 1351134.625, ""median"": 107.81444549560547 }","(79.55918339200008, 18.156703452000045, 80.34460111152396, 18.869152369000062)",01-01-2023.geojson,,,,,,
Mahabubnagar,TSD0033,2749.62,"{ ""min"": 76.318916320800781, ""max"": 81.196693420410156, ""mean"": 78.016263335935463, ""count"": 11529, ""sum"": 899449.5, ""median"": 77.88653564453125 }","(77.67537161200016, 16.378530416000103, 78.369893344, 17.01442864699999)",01-01-2023.geojson,,,,,,
Bhadradri Kothagudem,TSD0001,6974.14,"{ ""min"": 53.315807342529297, ""max"": 83.255287170410156, ""mean"": 73.596569685754432, ""count"": 29181, ""sum"": 2147621.5, ""median"": 71.395378112792969 }","(80.20302028700007, 17.190519193000057, 81.31479948400005, 18.238859586000046)",01-02-2023.geojson,,,,,,
Jagtial,TSD0002,2853.09,"{ ""min"": 63.714679718017578, ""max"": 80.645767211914062, ""mean"": 69.740430671401441, ""count"": 12109, ""sum"": 844486.875, ""median"": 70.363792419433594 }","(78.51948718900007, 18.563739734000023, 79.29767471800005, 19.07988819600007)",01-02-2023.geojson,,,,,,
Jangoan,TSD0003,2112.71,"{ ""min"": 61.257068634033203, ""max"": 72.792610168457031, ""mean"": 67.483933378196497, ""count"": 8916, ""sum"": 601686.75, ""median"": 66.619964599609375 }","(78.86787166400006, 17.491730369000038, 79.56249112400008, 17.998869741000078)",01-02-2023.geojson,,,,,,
Mulugu,TSD0004,4189.02,"{ ""min"": 50.073040008544922, ""max"": 73.202667236328125, ""mean"": 63.119566441441442, ""count"": 17760, ""sum"": 1121003.5, ""median"": 63.418212890625 }","(79.81612732700006, 17.99631982000011, 80.7937048350002, 18.63260770700009)",01-02-2023.geojson,,,,,,
Kamareddy,TSD0005,3701.83,"{ ""min"": 61.286148071289062, ""max"": 75.386314392089844, ""mean"": 68.282199397513139, ""count"": 15602, ""sum"": 1065338.875, ""median"": 69.556015014648438 }","(77.52089201100006, 18.068441783000026, 78.56926485100007, 18.558842766000055)",01-02-2023.geojson,,,,,,
Karimnagar,TSD0006,2127.79,"{ ""min"": 68.34228515625, ""max"": 80.645767211914062, ""mean"": 75.326549151226004, ""count"": 9013, ""sum"": 678918.1875, ""median"": 76.06378173828125 }","(78.94956144100007, 18.132462591000035, 79.58025617800001, 18.678822129000025)",01-02-2023.geojson,,,,,,
Khammam,TSD0007,4491.25,"{ ""min"": 67.773757934570312, ""max"": 83.322128295898438, ""mean"": 79.741129291414495, ""count"": 18671, ""sum"": 1488846.625, ""median"": 80.076850891113281 }","(79.80212475200005, 16.768789670000046, 80.92560532200008, 17.577896090000024)",01-02-2023.geojson,,,,,,
Mahabubabad,TSD0008,3551.04,"{ ""min"": 67.128570556640625, ""max"": 79.566383361816406, ""mean"": 72.099723499233789, ""count"": 15009, ""sum"": 1082144.75, ""median"": 71.395378112792969 }","(79.51293497700004, 17.321621569000058, 80.32312548900006, 18.106543834000092)",01-02-2023.geojson,,,,,,
Mancherial,TSD0009,3909.4,"{ ""min"": 50.649166107177734, ""max"": 80.645767211914062, ""mean"": 69.153132373404318, ""count"": 16529, ""sum"": 1143032.125, ""median"": 67.881248474121094 }","(78.87934684700008, 18.672040560000028, 79.96247775100005, 19.288073780000047)",01-02-2023.geojson,,,,,,
Medak,TSD0010,2771.68,"{ ""min"": 61.286148071289062, ""max"": 70.635688781738281, ""mean"": 66.060674013326505, ""count"": 11706, ""sum"": 773306.25, ""median"": 65.48150634765625 }","(77.79480732300004, 17.664489015000072, 78.58893089700007, 18.215476757000033)",01-02-2023.geojson,,,,,,
Nagarkurnool,TSD0011,6399.07,"{ ""min"": 52.770618438720703, ""max"": 64.164573669433594, ""mean"": 57.15368374794604, ""count"": 26169, ""sum"": 1495654.75, ""median"": 57.832782745361328 }","(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",01-02-2023.geojson,,,,,,
Nalgonda,TSD0012,7218.26,"{ ""min"": 58.171226501464844, ""max"": 76.533401489257812, ""mean"": 67.629798955958634, ""count"": 30267, ""sum"": 2046951.125, ""median"": 69.081771850585938 }","(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",01-02-2023.geojson,,,,,,
Nirmal,TSD0013,3729.13,"{ ""min"": 63.415729522705078, ""max"": 71.97186279296875, ""mean"": 66.272459078797112, ""count"": 15762, ""sum"": 1044586.5, ""median"": 66.292800903320312 }","(77.76173454100007, 18.84522452500005, 78.95237500500008, 19.342882151000026)",01-02-2023.geojson,,,,,,
Nizamabad,TSD0014,4168.33,"{ ""min"": 61.774959564208984, ""max"": 75.386314392089844, ""mean"": 68.211790609424554, ""count"": 17656, ""sum"": 1204347.375, ""median"": 67.811180114746094 }","(77.73094369300003, 18.43404349700006, 78.64029038200005, 19.015710890000037)",01-02-2023.geojson,,,,,,
Peddapalli,TSD0015,2195.39,"{ ""min"": 67.881248474121094, ""max"": 80.645767211914062, ""mean"": 77.053525469168903, ""count"": 9325, ""sum"": 718524.125, ""median"": 77.589630126953125 }","(79.11294947900006, 18.385471986000027, 79.83268954900007, 18.854875013000026)",01-02-2023.geojson,,,,,,
Rajanna Sircilla,TSD0016,1897.97,"{ ""min"": 61.286148071289062, ""max"": 70.363792419433594, ""mean"": 64.635802661029601, ""count"": 8042, ""sum"": 519801.125, ""median"": 63.714679718017578 }","(78.52078465300008, 18.21376387500004, 79.02266919100003, 18.69041016700004)",01-02-2023.geojson,,,,,,
Sangareddy,TSD0017,4460.37,"{ ""min"": 65.287063598632812, ""max"": 72.769218444824219, ""mean"": 69.460449036253934, ""count"": 18729, ""sum"": 1300924.75, ""median"": 68.965934753417969 }","(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",01-02-2023.geojson,,,,,,
Siddipet,TSD0018,3637.17,"{ ""min"": 61.257068634033203, ""max"": 76.06378173828125, ""mean"": 64.587545552157223, ""count"": 15367, ""sum"": 992516.8125, ""median"": 63.363983154296875 }","(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",01-02-2023.geojson,,,,,,
Vikarabad,TSD0019,3618.96,"{ ""min"": 59.992408752441406, ""max"": 68.965934753417969, ""mean"": 64.044867456754261, ""count"": 15146, ""sum"": 970023.5625, ""median"": 64.058380126953125 }","(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",01-02-2023.geojson,,,,,,
Wanaparthy,TSD0020,2174.67,"{ ""min"": 55.939891815185547, ""max"": 65.120635986328125, ""mean"": 60.476197349609592, ""count"": 9093, ""sum"": 549910.0625, ""median"": 61.079116821289062 }","(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",01-02-2023.geojson,,,,,,
Warangal Rural,TSD0021,2139.98,"{ ""min"": 69.304786682128906, ""max"": 75.9808349609375, ""mean"": 71.541521558872304, ""count"": 9045, ""sum"": 647093.0625, ""median"": 71.359039306640625 }","(79.47950597500005, 17.619303173000105, 80.04124404200007, 18.279223933000026)",01-02-2023.geojson,,,,,,
Warangal Urban,TSD0022,1294.45,"{ ""min"": 69.708892822265625, ""max"": 76.06378173828125, ""mean"": 72.718178910818708, ""count"": 5472, ""sum"": 397913.875, ""median"": 72.792610168457031 }","(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",01-02-2023.geojson,,,,,,
Yadadri Bhuvanagiri,TSD0023,3422.72,"{ ""min"": 60.959423065185547, ""max"": 72.480155944824219, ""mean"": 64.234733585245792, ""count"": 14423, ""sum"": 926457.5625, ""median"": 63.285568237304688 }","(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",01-02-2023.geojson,,,,,,
Narayanpet,TSD0024,2380.13,"{ ""min"": 59.992408752441406, ""max"": 73.556739807128906, ""mean"": 64.631024934250462, ""count"": 9886, ""sum"": 638942.3125, ""median"": 63.637130737304688 }","(77.23725451100006, 16.34148046400003, 77.79666638000009, 17.061726844000077)",01-02-2023.geojson,,,,,,
Jogulamba Gadwal,TSD0025,2574.21,"{ ""min"": 55.939891815185547, ""max"": 70.513725280761719, ""mean"": 64.307729186155285, ""count"": 10690, ""sum"": 687449.625, ""median"": 64.427352905273438 }","(77.48561464400007, 15.836429923000026, 78.25321888900004, 16.362950969000053)",01-02-2023.geojson,,,,,,
Rangareddy,TSD0026,4997.54,"{ ""min"": 59.101058959960938, ""max"": 72.452865600585938, ""mean"": 64.898595452166887, ""count"": 21021, ""sum"": 1364233.375, ""median"": 62.682559967041016 }","(77.92190617600005, 16.744225033000077, 78.84397639500008, 17.522654105000072)",01-02-2023.geojson,,,,,,
Suryapet,TSD0027,3584.22,"{ ""min"": 67.047721862792969, ""max"": 80.381248474121094, ""mean"": 75.216271299699301, ""count"": 14965, ""sum"": 1125611.5, ""median"": 75.209373474121094 }","(79.36051795300006, 16.63122235000003, 80.07318026800004, 17.526066134000075)",01-02-2023.geojson,,,,,,
Medchal Malkajgiri,TSD0028,1088.52,"{ ""min"": 61.257068634033203, ""max"": 72.452865600585938, ""mean"": 67.56853165938864, ""count"": 4580, ""sum"": 309463.875, ""median"": 71.238746643066406 }","(78.34798865200008, 17.361463480000054, 78.75985781500003, 17.70854524600003)",01-02-2023.geojson,,,,,,
Adilabad,TSD0029,3980.34,"{ ""min"": 63.415729522705078, ""max"": 72.29241943359375, ""mean"": 67.035625300192123, ""count"": 16656, ""sum"": 1116545.375, ""median"": 66.289955139160156 }","(78.17215629700007, 19.17277807100004, 78.97780562900004, 19.91690008100005)",01-02-2023.geojson,,,,,,
Hyderabad,TSD0030,182.64,"{ ""min"": 71.238746643066406, ""max"": 71.968391418457031, ""mean"": 71.451281087451235, ""count"": 769, ""sum"": 54946.03515625, ""median"": 71.238746643066406 }","(78.38267903300004, 17.293465379000054, 78.55019026600007, 17.483791793000023)",01-02-2023.geojson,,,,,,
Kumurambheem Asifabad,TSD0031,4495.32,"{ ""min"": 48.777011871337891, ""max"": 77.150253295898438, ""mean"": 65.318337010190149, ""count"": 19038, ""sum"": 1243530.5, ""median"": 67.351783752441406 }","(78.80016529900007, 19.050559607000025, 79.97913072000006, 19.617151517000025)",01-02-2023.geojson,,,,,,
Jayashankar Bhupalpally,TSD0032,2946.01,"{ ""min"": 53.615020751953125, ""max"": 77.589630126953125, ""mean"": 66.083119383825419, ""count"": 12464, ""sum"": 823660.0, ""median"": 64.670356750488281 }","(79.55918339200008, 18.156703452000045, 80.34460111152396, 18.869152369000062)",01-02-2023.geojson,,,,,,
Mahabubnagar,TSD0033,2749.62,"{ ""min"": 58.208072662353516, ""max"": 63.683864593505859, ""mean"": 60.606823011536129, ""count"": 11529, ""sum"": 698736.0625, ""median"": 60.211883544921875 }","(77.67537161200016, 16.378530416000103, 78.369893344, 17.01442864699999)",01-02-2023.geojson,,,,,,
Bhadradri Kothagudem,TSD0001,6974.14,"{ ""min"": 47.123935699462891, ""max"": 58.103199005126953, ""mean"": 54.30668928412323, ""count"": 29181, ""sum"": 1584723.5, ""median"": 55.117618560791016 }","(80.20302028700007, 17.190519193000057, 81.31479948400005, 18.238859586000046)",01-03-2023.geojson,,,,,,
Jagtial,TSD0002,2853.09,"{ ""min"": 61.876377105712891, ""max"": 74.711013793945312, ""mean"": 70.759311256090513, ""count"": 12109, ""sum"": 856824.5, ""median"": 70.527572631835938 }","(78.51948718900007, 18.563739734000023, 79.29767471800005, 19.07988819600007)",01-03-2023.geojson,,,,,,
Jangoan,TSD0003,2112.71,"{ ""min"": 51.076549530029297, ""max"": 55.544258117675781, ""mean"": 52.376419498654109, ""count"": 8916, ""sum"": 466988.15625, ""median"": 51.981040954589844 }","(78.86787166400006, 17.491730369000038, 79.56249112400008, 17.998869741000078)",01-03-2023.geojson,,,,,,
Mulugu,TSD0004,4189.02,"{ ""min"": 52.714267730712891, ""max"": 61.583602905273438, ""mean"": 57.881946790540539, ""count"": 17760, ""sum"": 1027983.375, ""median"": 58.103199005126953 }","(79.81612732700006, 17.99631982000011, 80.7937048350002, 18.63260770700009)",01-03-2023.geojson,,,,,,
Kamareddy,TSD0005,3701.83,"{ ""min"": 59.312747955322266, ""max"": 69.512680053710938, ""mean"": 64.626754582745804, ""count"": 15602, ""sum"": 1008306.625, ""median"": 65.011985778808594 }","(77.52089201100006, 18.068441783000026, 78.56926485100007, 18.558842766000055)",01-03-2023.geojson,,,,,,
Karimnagar,TSD0006,2127.79,"{ ""min"": 58.067996978759766, ""max"": 73.074920654296875, ""mean"": 61.658153500499282, ""count"": 9013, ""sum"": 555724.9375, ""median"": 59.229305267333984 }","(78.94956144100007, 18.132462591000035, 79.58025617800001, 18.678822129000025)",01-03-2023.geojson,,,,,,
Khammam,TSD0007,4491.25,"{ ""min"": 46.787769317626953, ""max"": 55.117618560791016, ""mean"": 51.539345776873226, ""count"": 18671, ""sum"": 962291.125, ""median"": 51.426136016845703 }","(79.80212475200005, 16.768789670000046, 80.92560532200008, 17.577896090000024)",01-03-2023.geojson,,,,,,
Mahabubabad,TSD0008,3551.04,"{ ""min"": 51.015254974365234, ""max"": 56.882125854492188, ""mean"": 54.96406322872943, ""count"": 15009, ""sum"": 824955.625, ""median"": 55.117618560791016 }","(79.51293497700004, 17.321621569000058, 80.32312548900006, 18.106543834000092)",01-03-2023.geojson,,,,,,
Mancherial,TSD0009,3909.4,"{ ""min"": 58.381542205810547, ""max"": 74.711013793945312, ""mean"": 69.279833928247328, ""count"": 16529, ""sum"": 1145126.375, ""median"": 69.939483642578125 }","(78.87934684700008, 18.672040560000028, 79.96247775100005, 19.288073780000047)",01-03-2023.geojson,,,,,,
Medak,TSD0010,2771.68,"{ ""min"": 57.373512268066406, ""max"": 63.734405517578125, ""mean"": 60.397392362890827, ""count"": 11706, ""sum"": 707011.875, ""median"": 60.695949554443359 }","(77.79480732300004, 17.664489015000072, 78.58893089700007, 18.215476757000033)",01-03-2023.geojson,,,,,,
Nagarkurnool,TSD0011,6399.07,"{ ""min"": 39.399368286132812, ""max"": 52.553424835205078, ""mean"": 44.444543161756279, ""count"": 26169, ""sum"": 1163069.25, ""median"": 43.730476379394531 }","(78.10083116400006, 16.00532167600005, 79.23432760400004, 16.830959432000043)",01-03-2023.geojson,,,,,,
Nalgonda,TSD0012,7218.26,"{ ""min"": 39.399368286132812, ""max"": 50.189243316650391, ""mean"": 45.508569564211847, ""count"": 30267, ""sum"": 1377407.875, ""median"": 45.9266357421875 }","(78.62614167300006, 16.35584791900004, 79.70200312500003, 17.35996707100003)",01-03-2023.geojson,,,,,,
Nirmal,TSD0013,3729.13,"{ ""min"": 69.818344116210938, ""max"": 75.030632019042969, ""mean"": 71.589193947468601, ""count"": 15762, ""sum"": 1128388.875, ""median"": 71.037399291992188 }","(77.76173454100007, 18.84522452500005, 78.95237500500008, 19.342882151000026)",01-03-2023.geojson,,,,,,
Nizamabad,TSD0014,4168.33,"{ ""min"": 62.276027679443359, ""max"": 72.64794921875, ""mean"": 68.116206955142729, ""count"": 17656, ""sum"": 1202659.75, ""median"": 68.252395629882812 }","(77.73094369300003, 18.43404349700006, 78.64029038200005, 19.015710890000037)",01-03-2023.geojson,,,,,,
Peddapalli,TSD0015,2195.39,"{ ""min"": 63.575248718261719, ""max"": 73.074920654296875, ""mean"": 67.650697050938334, ""count"": 9325, ""sum"": 630842.75, ""median"": 65.452873229980469 }","(79.11294947900006, 18.385471986000027, 79.83268954900007, 18.854875013000026)",01-03-2023.geojson,,,,,,
Rajanna Sircilla,TSD0016,1897.97,"{ ""min"": 58.067996978759766, ""max"": 68.311485290527344, ""mean"": 60.962396636408855, ""count"": 8042, ""sum"": 490259.59375, ""median"": 61.876377105712891 }","(78.52078465300008, 18.21376387500004, 79.02266919100003, 18.69041016700004)",01-03-2023.geojson,,,,,,
Sangareddy,TSD0017,4460.37,"{ ""min"": 58.07342529296875, ""max"": 66.425178527832031, ""mean"": 61.856319077366649, ""count"": 18729, ""sum"": 1158507.0, ""median"": 61.611141204833984 }","(77.44416825100006, 17.42785604100004, 78.44886573200006, 18.309307690000026)",01-03-2023.geojson,,,,,,
Siddipet,TSD0018,3637.17,"{ ""min"": 51.981040954589844, ""max"": 59.312747955322266, ""mean"": 55.761961508427149, ""count"": 15367, ""sum"": 856894.0625, ""median"": 55.201702117919922 }","(78.49289586600008, 17.667265188000044, 79.30335584600004, 18.34315846100003)",01-03-2023.geojson,,,,,,
Vikarabad,TSD0019,3618.96,"{ ""min"": 50.78668212890625, ""max"": 61.491611480712891, ""mean"": 56.013666974778822, ""count"": 15146, ""sum"": 848383.0, ""median"": 56.688114166259766 }","(77.36247981800005, 16.90300025500005, 78.07315782100005, 17.637813938000022)",01-03-2023.geojson,,,,,,
Wanaparthy,TSD0020,2174.67,"{ ""min"": 46.954509735107422, ""max"": 57.886356353759766, ""mean"": 51.908497608050148, ""count"": 9093, ""sum"": 472003.96875, ""median"": 52.760055541992188 }","(77.65718116, 15.94285645900004, 78.31347526600007, 16.626992442000073)",01-03-2023.geojson,,,,,,
Warangal Rural,TSD0021,2139.98,"{ ""min"": 52.021232604980469, ""max"": 59.886619567871094, ""mean"": 56.007711442786068, ""count"": 9045, ""sum"": 506589.75, ""median"": 56.605693817138672 }","(79.47950597500005, 17.619303173000105, 80.04124404200007, 18.279223933000026)",01-03-2023.geojson,,,,,,
Warangal Urban,TSD0022,1294.45,"{ ""min"": 53.051788330078125, ""max"": 59.229305267333984, ""mean"": 55.78885690789474, ""count"": 5472, ""sum"": 305276.625, ""median"": 55.544258117675781 }","(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",01-03-2023.geojson,,,,,,
