district_name,uid,area,zonalstat,geometry,source_file,mandal_name,mean_value,max_value,min_value,std_value,bounds
Warangal Urban,TSD0022,1294.45,"{ ""min"": 29.585723876953125, ""max"": 30.7061767578125, ""mean"": 30.087026977539061, ""count"": 10, ""sum"": 300.87026977539062, ""median"": 30.056198120117188 }","(79.23082975700004, 17.786163054000042, 79.67163482100005, 18.266255774000058)",30-04-2023.geojson,,,,,,
Yadadri Bhuvanagiri,TSD0023,3422.72,"{ ""min"": 28.478302001953125, ""max"": 30.231353759765625, ""mean"": 29.578744070870535, ""count"": 28, ""sum"": 828.204833984375, ""median"": 29.771743774414062 }","(78.68260567800007, 17.04419639500003, 79.45808114400006, 17.812669696000114)",30-04-2023.geojson,,,,,,
Narayanpet,TSD0024,2380.13,"{ ""min"": 29.206451416015625, ""max"": 30.538238525390625, ""mean"": 30.077325439453126, ""count"": 20, ""sum"": 601.5465087890625, ""median"": 30.239303588867188 }","(77.23725451100006, 16.34148046400003, 77.79666638000009, 17.061726844000077)",30-04-2023.geojson,,,,,,
Jogulamba Gadwal,TSD0025,2574.21,"{ ""min"": 30.465850830078125, ""max"": 31.90911865234375, ""mean"": 31.228940096768465, ""count"": 22, ""sum"": 687.03668212890625, ""median"": 31.171554565429688 }","(77.48561464400007, 15.836429923000026, 78.25321888900004, 16.362950969000053)",30-04-2023.geojson,,,,,,
Rangareddy,TSD0026,4997.54,"{ ""min"": 28.735992431640625, ""max"": 30.27911376953125, ""mean"": 29.23268387957317, ""count"": 41, ""sum"": 1198.5400390625, ""median"": 29.206451416015625 }","(77.92190617600005, 16.744225033000077, 78.84397639500008, 17.522654105000072)",30-04-2023.geojson,,,,,,
Suryapet,TSD0027,3584.22,"{ ""min"": 30.057647705078125, ""max"": 31.20269775390625, ""mean"": 30.642418170797413, ""count"": 29, ""sum"": 888.630126953125, ""median"": 30.588897705078125 }","(79.36051795300006, 16.63122235000003, 80.07318026800004, 17.526066134000075)",30-04-2023.geojson,,,,,,
Medchal Malkajgiri,TSD0028,1088.52,"{ ""min"": 28.58544921875, ""max"": 29.31646728515625, ""mean"": 28.885250515407986, ""count"": 9, ""sum"": 259.96725463867188, ""median"": 28.853240966796875 }","(78.34798865200008, 17.361463480000054, 78.75985781500003, 17.70854524600003)",30-04-2023.geojson,,,,,,
Adilabad,TSD0029,3980.34,"{ ""min"": 29.325164794921875, ""max"": 31.072418212890625, ""mean"": 30.029478130918562, ""count"": 33, ""sum"": 990.9727783203125, ""median"": 29.90130615234375 }","(78.17215629700007, 19.17277807100004, 78.97780562900004, 19.91690008100005)",30-04-2023.geojson,,,,,,
Hyderabad,TSD0030,182.64,"{ ""min"": 28.964691162109375, ""max"": 29.322265625, ""mean"": 29.143478393554688, ""count"": 2, ""sum"": 58.286956787109375, ""median"": 29.143478393554688 }","(78.38267903300004, 17.293465379000054, 78.55019026600007, 17.483791793000023)",30-04-2023.geojson,,,,,,
Kumurambheem Asifabad,TSD0031,4495.32,"{ ""min"": 29.49163818359375, ""max"": 31.61236572265625, ""mean"": 30.540093315972221, ""count"": 36, ""sum"": 1099.443359375, ""median"": 30.572265625 }","(78.80016529900007, 19.050559607000025, 79.97913072000006, 19.617151517000025)",30-04-2023.geojson,,,,,,
Jayashankar Bhupalpally,TSD0032,2946.01,"{ ""min"": 30.324005126953125, ""max"": 31.638427734375, ""mean"": 30.988927205403645, ""count"": 24, ""sum"": 743.7342529296875, ""median"": 31.009429931640625 }","(79.55918339200008, 18.156703452000045, 80.34460111152396, 18.869152369000062)",30-04-2023.geojson,,,,,,
